Original,Canonical,Changed
île sainte-marguerite,sainte-marguerite,True
öehringen,oehringen,True
örebro,orebro,True
östhammar,osthammar,True
ötztal (tirol),ötztal,True
überlingen am bodensee,uberlingen,True
écaussinnes,ecaussinnes,True
èze,eze,True
åmål,amal,True
zuiderkerk (rotterdam),rotterdam,True
zuid-italië,southern italy,True
zuid-molukken,south moluccas,True
zuid-peru,south peru,True
zuid-perzië,south persia,True
zuid-sumatra,south sumatra,True
zuid-tirol,south tyrol,True
zuid-turkestan,south turkestan,True
zuidoost klein-azië,southeast asia minor,True
árgos,argos,True
zuidoost rusland,southeast russia,True
"zuni tribe of the zuni reservation, new mexico",zuni reservation,True
"zusters onder de bogen, klooster van de",zusters onder de bogen,True
zutphen (graafschap),zutphen,True
zwaben,swabia,True
zürich,zurich,True
zürichsee,zurich,True
wachau (duitsland),wachau,True
waag op de nieuwmarkt,nieuwmarkt,True
voorstraat (dordrecht),dordrecht,True
united kingdom or germany,united kingdom,True
trente,trento,True
trento (stad),trento,True
triberg im schwarzwald,triberg,True
trient (zwitserland),trent,True
triëst,trieste,True
troon,oostende,True
tsarskoje selo,pushkin,True
tuin van versailles,gardens of versailles,True
tunesia,tunisia,True
"turkestan, western china",turkestan,True
turkey or greece?,turkey or greece,True
turkey or iraq,turkey,True
turkey? (old cat. arabia),turkey,True
turkmenistan or iran,turkmenistan,True
uganda or kenya,uganda,True
uganda/tanzania,uganda,True
uganda?,uganda,True
touwbrug van carrick-a-rede,carrick-a-rede rope bridge,True
toledo cathedral,toledo,True
tiflis,tbilisi,True
thessalië,thessaly,True
tempel van horus (edfu),edfu,True
tempel van karnak,karnak,True
tempel van minerva medica (rome),rome,True
teotihuacán,teotihuacan,True
thailand and myanmar (formerly burma),thailand,True
the iberian peninsula (spain),spain,True
the netherlands (flanders),flanders,True
thessaloníki,thessaloniki,True
ticino (kanton),ticino,True
tholen (stad),tholen,True
thásos,thasos,True
thívai,thebes,True
thüringen,thuringia,True
tibet or china,tibet,True
tibet or mongolia,tibet,True
tibet/nepal?,tibet,True
united kingdom ?,united kingdom,True
united kingdom?,united kingdom,True
vogezen,vosges,True
united states (?),united states,True
valladolid (stad),valladolid,True
vancouver (canada),vancouver,True
vaud (kanton),vaud,True
veenhuizen (drenthe),veenhuizen,True
veermanskade (hoorn),veermanskade,True
veules (stad),veules,True
victoria (brits-columbia),victoria,True
victoria (kameroen),victoria,True
villa d'este (tivoli),villa d'este,True
villa di negro rosazza  dello scoglietto,villa di negro rosazza dello scoglietto,True
villa melzi (bellagio),villa melzi,True
"ville de paris, départment de",ville de paris,True
vismarkt (groningen),groningen,True
vismarkt (leiden),leiden,True
vlakte van arafat,arafat,True
vliegveld ypenburg,ypenburg,True
vogelenzang (noord-holland),vogelenzang,True
valkenburg (zuid-holland),valkenburg,True
valetta,valletta,True
valencia region,valencia,True
united states?,united states,True
united states or brazil,united states,True
united states or canada,united states,True
united states or canada: n.a.,united states,True
united states or germany,united states,True
united states or germany ?,united states,True
united states or mexico: n.a.,united states,True
united states(?),united states,True
unitted states,united states,True
valais canton,valais,True
universiteit van wenen,vienna,True
uri canton,uri,True
usa,united states,True
utrecht (aartsbisdom),utrecht,True
utrecht (provincie),utrecht,True
uttaranchal,uttarakhand,True
uzbekistan or tajikistan,uzbekistan,True
rustenburg (zuid-afrika),rustenburg,True
russian federation,russia,True
nigeria (made in western europe),nigeria,True
oslo (provincie),oslo,True
oude kerk (delft),oude kerk,True
oudemannenhuis (amsterdam),oudemannenhuis,True
palatijn,palatine hill,True
palazzo madama (turijn),palazzo madama,True
paleis van justitie (rouen),paleis van justitie,True
palestine (historic),palestine,True
palmyra (new york),palmyra,True
palmyra (syrië),palmyra,True
paltskapel,palatine chapel,True
panthéon,pantheon,True
parvati-vallei,parvati valley,True
pedro iv-plein,pedro iv square,True
pelopónnesos,peloponnese,True
perhaps syria,syria,True
peru (?),peru,True
"peru, viceroyalty of",peru,True
peru?,peru,True
ottomaanse rijk,ottoman empire,True
ordos-gebied,ordos plateau,True
"possibly india, pakistan or saudi arabia",india,True
oranjestad (aruba),oranjestad,True
"oorsprong, de",de oorsprong,True
oost-friesland,east frisia,True
oost-indië,dutch east indies,True
oost-iran,east iran,True
oost-kaap,eastern cape,True
oost-kaukasus,east caucasus,True
oost-klein-azië,eastern asia minor,True
oost-perzië,east persia,True
oost-turkmenistan,east turkmenistan,True
oostenrijk-hongarije,austria-hungary,True
oosterkerk (hoorn),oosterkerk hoorn,True
oosterkerk (zaandam),oosterkerk zaandam,True
oostzeegebied,baltic sea region,True
opper-oostenrijk,upper austria,True
opéra de paris,paris opera,True
oranje vrijstaat,orange free state,True
oranjerivier,orange river,True
piazza vittorio emanuele ii (florence),florence,True
picardië,picardy,True
pieterskerk (leiden),leiden,True
pieterskerk (utrecht),utrecht,True
possibly denmark,denmark,True
possibly egypt,egypt,True
possibly england,england,True
possibly england or flanders,england,True
possibly flanders,flanders,True
possibly france or bavaria,france,True
possibly france or flanders,france,True
possibly france or italy,france,True
"possibly france, possibly germany",france,True
possibly from the balkans,balkans,True
possibly gaul,gaul,True
possibly georgia or dagestan,georgia,True
possibly german,germany,True
possibly germany or england,germany,True
"possibly germany, possibly austria",germany,True
possibly guatemala,guatemala,True
possibly guyana,guyana,True
possibly dem. rep. of congo,democratic republic of congo,True
possibly china,china,True
possibly central asia,central asia,True
"portland, maine",portland,True
place de la bourse (parijs),paris,True
place de la république (parijs),paris,True
place royale (pau),pau,True
plaza mayor (madrid),madrid,True
poggio (marciana),poggio,True
pointefract,pontefract,True
pont neuf (parijs),paris,True
portsmouth (virginia),portsmouth,True
possibly britain,united kingdom,True
posen,poznan,True
"posillipo, collina di",posillipo,True
possibly albania,albania,True
possibly austria,austria,True
possibly belgium,belgium,True
possibly bhutan,bhutan,True
possibly borneo,borneo,True
onze-lieve-vrouwekerk (nieuwpoort),church of our lady nieuwpoort,True
onze-lieve-vrouwekerk (diest),church of our lady diest,True
onze-lieve-vrouwekerk (brugge),church of our lady bruges,True
northern europe (?),europe,True
noordzeekanaal,north sea canal,True
norfolk (massachusetts),norfolk,True
normandië,normandy,True
north france,france,True
north france or south netherlands,france,True
north india or deccan,india,True
north italy,italy,True
north netherland,netherlands,True
north netherlands,netherlands,True
north or central syria,syria,True
northeast italy,italy,True
northeastern france,france,True
northeastern iran,iran,True
northeastern massachusetts,massachusetts,True
northern adriatic,adriatic sea,True
northern brabant,north brabant,True
northern california,california,True
noordzee,north sea,True
noordwest-perzië,northwest persia,True
noordwest-india,northwest india,True
noord-india,north india,True
nigeria or benin,nigeria,True
nijl,nile,True
noord-afrika,north africa,True
noord-amerika,north america,True
noord-celebes,north celebes,True
noord-duitsland,north germany,True
noord-europa,north europe,True
noord-molukken,north moluccas,True
noordwest-europa,northwest europe,True
noord-perzie,north persia,True
noord-turkmenistan,north turkmenistan,True
noord-vietnam,north vietnam,True
noordeinde (den haag),noordeinde,True
noordelijke ijszee,arctic ocean,True
noordkaap,north cape,True
noordrijn-westfalen,north rhine-westphalia,True
northern china,china,True
northern france (?),france,True
onze-lieve-vrouwekathedraal (doornik),tournai cathedral,True
northern france or western germany,france,True
northwestern iran or kurdistan,iran,True
northwestern iran or transcaucasia,iran,True
northwestern iran or turkey,iran,True
"northwestern iran, probably",iran,True
norway?,norway,True
norwich (new york),norwich,True
nothern spain or southern france,spain,True
notre-dame (straatsburg),notre-dame,True
nubië,nubia,True
nueva guatemala,guatemala,True
nuwara eliya (district),nuwara eliya,True
oaxaca state,oaxaca,True
oceanië,oceania,True
oekraïne,ukraine,True
olmütz,olomouc,True
ontario (canada),ontario,True
onze-lieve-vrouwekathedraal (antwerpen),antwerp cathedral,True
northwestern iran or caucasus,iran,True
northwestern iran or baghdad,iran,True
northwestern iran or azerbaijan,iran,True
northern or southern netherlands,netherlands,True
northern germany,germany,True
northern india or deccan,india,True
northern india or pakistan,india,True
northern iran,iran,True
northern iraq or western iran,iraq,True
"northern iraq, syria, or southeastern turkey",iraq,True
northern or central india,india,True
northern peru,peru,True
northwest turkey,turkey,True
northern plains,plains,True
northern region,region,True
northern serbia/north-western croatia,serbia,True
northern spain,spain,True
northern switzerland,switzerland,True
northern switzerland (?),switzerland,True
northwest iran,iran,True
possibly hungary,hungary,True
possibly indonesia,indonesia,True
russia federation,russia,True
probably syria or iraq,syria,True
probably tibet,tibet,True
probably tibet or mongolia,tibet,True
probably turkey,turkey,True
probably uzbekistan,uzbekistan,True
probably west central turkey,turkey,True
probably west-central turkey,turkey,True
probably western iran,iran,True
probably western turkey,turkey,True
probably yemen,yemen,True
puebla state,puebla,True
pueblo of acoma,acoma,True
"pueblo of zia, new mexico",zia,True
puerta del sol (madrid),madrid,True
punjab (india),punjab,True
puy-de-dôme (departement),puy-de-dôme,True
qinā,qina,True
quinéville,qunéville,True
probably syria or northern iraq,syria,True
probably spain,spain,True
possibly iran,iran,True
probably southern germany,germany,True
probably iraq or syria,iraq,True
probably italy,italy,True
probably mexico,mexico,True
probably mongolia,mongolia,True
probably morocco,morocco,True
probably netherlandish,netherlands,True
probably north africa,north africa,True
probably northeastern iran,iran,True
probably northern france,france,True
probably northern india,india,True
probably northern italy,italy,True
probably northern nigeria,nigeria,True
probably northwestern iran,iran,True
probably saudi arabia,saudi arabia,True
"probably saudi arabia, asia",saudi arabia,True
probably sierra leone,sierra leone,True
probably south africa,south africa,True
québec (provincie),quebec,True
raadhuis (wernigerode),wernigerode,True
raamstraat (dordrecht),dordrecht,True
ramen (hoorn),hoorn,True
rijkswerf (willemsoord),willemsoord,True
rijn,rhine,True
rijnstreek,rhine region,True
rivièra,riviera,True
rochefort (belgië),rochefort,True
rochester (new york),rochester,True
rode zee,red sea,True
roemenië,romania,True
romania?,romania,True
rosenlauigletsjer,rosenlaui glacier,True
rothenburg (saale),rothenburg,True
rots van gibraltar,gibraltar,True
rotte (rivier),rotte,True
rotte (stad),rotterdam,True
royal exchange (1844-1939),royal exchange,True
royal palace of amsterdam,amsterdam,True
rue royale (parijs),paris,True
rijkswerf (vlissingen),vlissingen,True
rijkswerf (hellevoetsluis),hellevoetsluis,True
riga (rusland),riga,True
republic of costa rica,costa rica,True
"randolph street, 64 west",randolph street,True
reading (massachusetts),reading,True
remonstrantse kerk (amsterdam),amsterdam,True
republic of benin,benin,True
republic of cameroon,cameroon,True
republic of cameroon or gabon?,cameroon,True
republic of congo & angola,congo,True
republic of georgia,georgia,True
richmond (virginia),richmond,True
republic of guinea,guinea,True
republic of the congo,congo,True
"republic of the congo or cabinda, angola",congo,True
rhônengletsjer,rhône glacier,True
richmond (plaats),richmond,True
richmond (stad),richmond,True
richmond (surrey),richmond,True
probably iraq,iraq,True
probably iran or turkey,iran,True
probably iran or iraq,iran,True
present-day azerbaijan,azerbaijan,True
possibly spain or portugal,spain,True
"possibly sulawesi, malay",sulawesi,True
possibly switzerland,switzerland,True
possibly switzerland or great britain,switzerland,True
possibly syria,syria,True
possibly syria or europe,syria,True
possibly thailand or indonesia,thailand,True
possibly the netherlands,netherlands,True
possibly the republic of congo or gabon,republic of congo,True
possibly tibet,tibet,True
possibly turkey,turkey,True
possibly united kingdom,united kingdom,True
potosí,potosi,True
praça do comércio,praca do comercio,True
present-day afghanistan or central asia,afghanistan,True
present-day afghanistan or iran,afghanistan,True
present-day afghanistan or italy,afghanistan,True
possibly spain or france,spain,True
possibly southern england,england,True
possibly saudi arabia,saudi arabia,True
possibly netherland,netherlands,True
possibly iran or egypt,iran,True
possibly iraq,iraq,True
possibly ireland,ireland,True
possibly italian,italy,True
possibly italy or france,italy,True
possibly madagascar,madagascar,True
possibly nepal,nepal,True
possibly netherlandish,netherlands,True
possibly sardinia,sardinia,True
possibly netherlands,netherlands,True
possibly niger,niger,True
possibly northeastern france,france,True
possibly ottoman empire,ottoman empire,True
possibly philippines,philippines,True
possibly poland,poland,True
possibly portugal,portugal,True
present-day afghanistan or turkmenistan,afghanistan,True
present-day bangladesh,bangladesh,True
probably india or iran,india,True
present-day belgium,belgium,True
probably central or west asia,asia,True
